MainHouseHold_1_Age,Resp_Age,LSM_2014_TotalScore,Province_Eastern Cape,Province_Free State,Province_Gauteng,Province_KwaZulu-Natal,Province_Limpopo,Province_Mpumalanga,Province_North West,Province_Northern Cape,Province_Western Cape,MainHouseHold_1_Gender_Female,MainHouseHold_1_Gender_Male,MainHouseHold_2_Gender_ ,MainHouseHold_2_Gender_Female,MainHouseHold_2_Gender_Male,MainHouseHold_3_Gender_ ,MainHouseHold_3_Gender_Female,MainHouseHold_3_Gender_Male,MainHouseHold_4_Gender_ ,MainHouseHold_4_Gender_Female,MainHouseHold_4_Gender_Male,MainHouseHold_5_Gender_ ,MainHouseHold_5_Gender_Female,MainHouseHold_5_Gender_Male,MainHouseHold_6_Gender_ ,MainHouseHold_6_Gender_Female,MainHouseHold_6_Gender_Male,MainHouseHold_7_Gender_ ,MainHouseHold_7_Gender_Female,MainHouseHold_7_Gender_Male,MainHouseHold_8_Gender_ ,MainHouseHold_8_Gender_Female,MainHouseHold_9_Gender_ ,MainHouseHold_9_Gender_Male,MainHouseHold_10_Gender_ ,MainHouseHold_10_Gender_Female,MainHouseHold_1_Race_Black,MainHouseHold_1_Race_Coloured,MainHouseHold_1_Race_Indian or Asian,MainHouseHold_1_Race_White,MainHouseHold_2_Race_ ,MainHouseHold_2_Race_Black,MainHouseHold_2_Race_Coloured,MainHouseHold_2_Race_Indian or Asian,MainHouseHold_2_Race_White,MainHouseHold_3_Race_ ,MainHouseHold_3_Race_Black,MainHouseHold_3_Race_Coloured,MainHouseHold_3_Race_Indian or Asian,MainHouseHold_3_Race_White,MainHouseHold_4_Race_ ,MainHouseHold_4_Race_Black,MainHouseHold_4_Race_Coloured,MainHouseHold_4_Race_Indian or Asian,MainHouseHold_4_Race_White,MainHouseHold_5_Race_ ,MainHouseHold_5_Race_Black,MainHouseHold_5_Race_Coloured,MainHouseHold_5_Race_Indian or Asian,MainHouseHold_6_Race_ ,MainHouseHold_6_Race_Black,MainHouseHold_6_Race_Indian or Asian,MainHouseHold_7_Race_ ,MainHouseHold_7_Race_Black,MainHouseHold_7_Race_Indian or Asian,MainHouseHold_8_Race_ ,MainHouseHold_8_Race_Black,MainHouseHold_9_Race_ ,MainHouseHold_9_Race_Black,MainHouseHold_10_Race_ ,MainHouseHold_10_Race_Black,Resp_Gender_Female,Resp_Gender_Male,Resp_Race_Black,Resp_Race_Coloured,Resp_Race_Indian or Asian,Resp_Race_White
-1.282810605148535,-1.2794525709093831,-1.003306056645978,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.0026987582836118,-0.36320310653536036,-0.7826102692209872,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.3782519400682365,2.033141646442853,0.443094841960788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9580841697708514,1.6102572782702271,-0.8134341224048868,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.5125030262699959,0.13016198966603654,0.754276124988083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.047720667459850735,0.34160417375234947,2.7722331662450697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.748000284622159,1.3988150941839141,0.12468681856509485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2381960166357748,-0.5746452906216732,0.6761009431216939,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.37244710283753424,-1.349933298938154,-0.8789742327348989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.6525589497024575,-0.010799466391505426,-0.9887529209884622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
