Country Name,Country Code,Series Name,Series Code,2022Q4 [YR2022Q4],2023Q1 [YR2023Q1],2023Q2 [YR2023Q2],2023Q3 [YR2023Q3],2023Q4 [YR2023Q4],2024Q1 [YR2024Q1],2024Q2 [YR2024Q2],2024Q3 [YR2024Q3],2024Q4 [YR2024Q4],2025Q1 [YR2025Q1]
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Debt securities, Principal, USD",DT.AMT.DLBN.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Loans, Interest, USD",DT.INT.DLTL.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Loans, Prin. and Int., USD",DT.TDS.DLTL.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Loans, Principal, USD",DT.AMT.DLTL.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Other debt liabilities, Interest, USD",DT.INT.DLTO.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Other debt liabilities, Prin. and Int., USD",DT.TDS.DLTO.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Other debt liabilities, Principal, USD",DT.AMT.DLTO.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Special drawing rights (allocations), Interest, USD",DT.INT.DLTS.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Special drawing rights (allocations), Prin. and Int., USD",DT.TDS.DLTS.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Special drawing rights (allocations), Principal, USD",DT.AMT.DLTS.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Trade credit and advances, Interest, USD",DT.INT.DLTT.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Trade credit and advances, Prin. and Int., USD",DT.TDS.DLTT.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Trade credit and advances, Principal, USD",DT.AMT.DLTT.CD.MA.AR.1218.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, All instruments, Prin. and Int., USD",DT.TDS.DECT.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Currency and deposits, Interest, USD",DT.INT.DLCD.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Currency and deposits, Prin. and Int., USD",DT.TDS.DLCD.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Currency and deposits, Principal, USD",DT.AMT.DLCD.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Debt securities, Interest, USD",DT.INT.DLBN.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Debt securities, Prin. and Int., USD",DT.TDS.DLBN.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Debt securities, Principal, USD",DT.AMT.DLBN.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Loans, Interest, USD",DT.INT.DLTL.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Loans, Prin. and Int., USD",DT.TDS.DLTL.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Loans, Principal, USD",DT.AMT.DLTL.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Other debt liabilities, Interest, USD",DT.INT.DLTO.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Other debt liabilities, Prin. and Int., USD",DT.TDS.DLTO.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Other debt liabilities, Principal, USD",DT.AMT.DLTO.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Special drawing rights (allocations), Interest, USD",DT.INT.DLTS.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Special drawing rights (allocations), Prin. and Int., USD",DT.TDS.DLTS.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Special drawing rights (allocations), Principal, USD",DT.AMT.DLTS.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Trade credit and advances, Interest, USD",DT.INT.DLTT.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Trade credit and advances, Prin. and Int., USD",DT.TDS.DLTT.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Trade credit and advances, Principal, USD",DT.AMT.DLTT.CD.MA.AR.1824.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, All instruments, Prin. and Int., USD",DT.TDS.DECT.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Currency and deposits, Interest, USD",DT.INT.DLCD.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Currency and deposits, Prin. and Int., USD",DT.TDS.DLCD.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Currency and deposits, Principal, USD",DT.AMT.DLCD.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Debt securities, Interest, USD",DT.INT.DLBN.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Debt securities, Prin. and Int., USD",DT.TDS.DLBN.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Debt securities, Principal, USD",DT.AMT.DLBN.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Loans, Interest, USD",DT.INT.DLTL.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Loans, Prin. and Int., USD",DT.TDS.DLTL.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Loans, Principal, USD",DT.AMT.DLTL.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Other debt liabilities, Interest, USD",DT.INT.DLTO.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Other debt liabilities, Prin. and Int., USD",DT.TDS.DLTO.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Other debt liabilities, Principal, USD",DT.AMT.DLTO.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Special drawing rights (allocations), Interest, USD",DT.INT.DLTS.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Special drawing rights (allocations), Prin. and Int., USD",DT.TDS.DLTS.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Special drawing rights (allocations), Principal, USD",DT.AMT.DLTS.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Trade credit and advances, Interest, USD",DT.INT.DLTT.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Trade credit and advances, Prin. and Int., USD",DT.TDS.DLTT.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Trade credit and advances, Principal, USD",DT.AMT.DLTT.CD.MA.AR.24P.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, All instruments, Prin. and Int., USD",DT.TDS.DECT.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Currency and deposits, Interest, USD",DT.INT.DLCD.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Currency and deposits, Prin. and Int., USD",DT.TDS.DLCD.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Currency and deposits, Principal, USD",DT.AMT.DLCD.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Debt securities, Interest, USD",DT.INT.DLBN.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Debt securities, Prin. and Int., USD",DT.TDS.DLBN.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Debt securities, Principal, USD",DT.AMT.DLBN.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Loans, Interest, USD",DT.INT.DLTL.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Loans, Prin. and Int., USD",DT.TDS.DLTL.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Loans, Principal, USD",DT.AMT.DLTL.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Other debt liabilities, Interest, USD",DT.INT.DLTO.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Other debt liabilities, Prin. and Int., USD",DT.TDS.DLTO.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Other debt liabilities, Principal, USD",DT.AMT.DLTO.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Special drawing rights (allocations), Interest, USD",DT.INT.DLTS.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Special drawing rights (allocations), Prin. and Int., USD",DT.TDS.DLTS.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Special drawing rights (allocations), Principal, USD",DT.AMT.DLTS.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Trade credit and advances, Interest, USD",DT.INT.DLTT.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Trade credit and advances, Prin. and Int., USD",DT.TDS.DLTT.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Trade credit and advances, Principal, USD",DT.AMT.DLTT.CD.MA.AR.36.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, All instruments, Prin. and Int., USD",DT.TDS.DECT.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Currency and deposits, Interest, USD",DT.INT.DLCD.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Currency and deposits, Prin. and Int., USD",DT.TDS.DLCD.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Currency and deposits, Principal, USD",DT.AMT.DLCD.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Debt securities, Interest, USD",DT.INT.DLBN.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Debt securities, Prin. and Int., USD",DT.TDS.DLBN.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Debt securities, Principal, USD",DT.AMT.DLBN.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Loans, Interest, USD",DT.INT.DLTL.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Loans, Prin. and Int., USD",DT.TDS.DLTL.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Loans, Principal, USD",DT.AMT.DLTL.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Other debt liabilities, Interest, USD",DT.INT.DLTO.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Other debt liabilities, Prin. and Int., USD",DT.TDS.DLTO.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Other debt liabilities, Principal, USD",DT.AMT.DLTO.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Special drawing rights (allocations), Interest, USD",DT.INT.DLTS.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Special drawing rights (allocations), Prin. and Int., USD",DT.TDS.DLTS.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Special drawing rights (allocations), Principal, USD",DT.AMT.DLTS.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Trade credit and advances, Interest, USD",DT.INT.DLTT.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Trade credit and advances, Prin. and Int., USD",DT.TDS.DLTT.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Trade credit and advances, Principal, USD",DT.AMT.DLTT.CD.MA.AR.69.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, All instruments, Prin. and Int., USD",DT.TDS.DECT.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Currency and deposits, Interest, USD",DT.INT.DLCD.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Currency and deposits, Prin. and Int., USD",DT.TDS.DLCD.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Currency and deposits, Principal, USD",DT.AMT.DLCD.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Debt securities, Interest, USD",DT.INT.DLBN.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Debt securities, Prin. and Int., USD",DT.TDS.DLBN.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Debt securities, Principal, USD",DT.AMT.DLBN.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Loans, Interest, USD",DT.INT.DLTL.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Loans, Prin. and Int., USD",DT.TDS.DLTL.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Loans, Principal, USD",DT.AMT.DLTL.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Other debt liabilities, Interest, USD",DT.INT.DLTO.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Other debt liabilities, Prin. and Int., USD",DT.TDS.DLTO.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Other debt liabilities, Principal, USD",DT.AMT.DLTO.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Special drawing rights (allocations), Interest, USD",DT.INT.DLTS.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Special drawing rights (allocations), Prin. and Int., USD",DT.TDS.DLTS.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Special drawing rights (allocations), Principal, USD",DT.AMT.DLTS.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Trade credit and advances, Interest, USD",DT.INT.DLTT.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Trade credit and advances, Prin. and Int., USD",DT.TDS.DLTT.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Trade credit and advances, Principal, USD",DT.AMT.DLTT.CD.MA.AR.0912.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, All instruments, Prin. and Int., USD",DT.TDS.DECT.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Currency and deposits, Interest, USD",DT.INT.DLCD.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Currency and deposits, Prin. and Int., USD",DT.TDS.DLCD.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Currency and deposits, Principal, USD",DT.AMT.DLCD.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Debt securities, Interest, USD",DT.INT.DLBN.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Debt securities, Prin. and Int., USD",DT.TDS.DLBN.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Debt securities, Principal, USD",DT.AMT.DLBN.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Loans, Interest, USD",DT.INT.DLTL.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Loans, Prin. and Int., USD",DT.TDS.DLTL.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Loans, Principal, USD",DT.AMT.DLTL.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Other debt liabilities, Interest, USD",DT.INT.DLTO.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Other debt liabilities, Prin. and Int., USD",DT.TDS.DLTO.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Other debt liabilities, Principal, USD",DT.AMT.DLTO.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Trade credit and advances, Interest, USD",DT.INT.DLTT.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Trade credit and advances, Prin. and Int., USD",DT.TDS.DLTT.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Trade credit and advances, Principal, USD",DT.AMT.DLTT.CD.CB.AR.IQ.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, All instruments, Prin. and Int., USD",DT.TDS.DECT.CD.CB.AR.03.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Currency and deposits, Interest, USD",DT.INT.DLCD.CD.CB.AR.03.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Currency and deposits, Prin. and Int., USD",DT.TDS.DLCD.CD.CB.AR.03.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Currency and deposits, Principal, USD",DT.AMT.DLCD.CD.CB.AR.03.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Debt securities, Interest, USD",DT.INT.DLBN.CD.CB.AR.03.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Debt securities, Prin. and Int., USD",DT.TDS.DLBN.CD.CB.AR.03.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Debt securities, Principal, USD",DT.AMT.DLBN.CD.CB.AR.03.US,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Loans, Interest, USD",DT.INT.DLTL.CD.CB.AR.03.US,..,..,..,..,..,..,..,..,..,..
